,Filename,Date,Entity name,Order type,Text
2
3. CSFB Issued Fraudulent Equity Research Reports on Two Companies in the
Technology Sector: Digital Impact and Synopsys. Those Reports Were Unduly
3
Influenced by Investment Banking Considerations
4
The undue, improper influence that investment banking exerted over research analysts
caused technology research analysts to issue fraudulent research reports on two
companies, Digital Impact and Synopsys. Specifically, investment bankers pressured
5
research analysts to initiate or maintain positive research coverage of these two companies
in order to obtain or retain investment banking business. The analysts were pressured or
6
compelled to compromise their own professional opinions regarding companies at the
direction of the firm's investment bankers.
7
a. Digital Impact, Inc.
8
A. Digital Impact, Inc. (""DIGI"") is a company involved in online direct marketing. CSFB
9
acted as the lead manager for the DIGI IPO in November 1999, earning more than $5
million from the offering. Following the IPO, a CSFB technology research analyst initiated
10
coverage with a ""buy"" rating. At that time, DIGI traded for just under $50 per share.
Between January 2000 and April 2001, as the stock price declined to less than $2 per share,
11
CSFB maintained either a ""buy"" or a ""strong buy"" rating on the stock.
12
B. In May 2001, after the original analyst. had left CSFB, a senior research analyst in the
Technology Group was assigned coverage of DIGI. At that time, DIGI was trading for less
13
than $2 per share. CSFB assumed coverage and ""buy"" ratings in June and July 2001.
Thereafter, the senior research analyst then met with the company and determined that he
14
wanted to drop coverage of DIGI, noting that DIGI's ""market opportunity was just very
competitive
and
they were going to have
a difficult time thriving in that
environment.""
15
C. The senior research analyst attempted to drop coverage of DIGI on two occasions. On
16
both attempts, the senior research analyst acceded to requests from an investment banker
in the Technology Group that he not drop coverage. In a September 4, 2001 e-mail, the
17
senior research analyst informed two investment bankers of his continued desire to drop
coverage of DIGI. That day, one of the investment bankers responded:
18
I think [the other investment bankers] will ask for continued cov'g on DIGI
19
given ongoing relationship, good [venture capitalists] and CSFB led IPO.
20
D. Despite his own desire to drop coverage of the stock, the research analyst acceded to
the desires of the investment banker and did not drop coverage on DIGI. The research
21
analyst maintained coverage, and left the ""buy"" rating unchanged until October 2, 2001,
when CSFB downgraded DIGI to a ""hold"" rating.
22
b. Synopsys, Inc.
23
A. Internal e-mail correspondence among research analysts regarding Synopsys shows
that the pressure imposed by investment bankers on research analysts to initiate or maintain
24
favorable coverage was not an isolated problem at CSFB. In May 2001, a technology
research analyst wrote an e-mail to the Head of Technology Research, complaining of:
25
1
Unwritten Rules for Tech Research: Based on the following set of specific
situations that have arisen in the past, I have ""learned' to adapt to a set of
2
rules that have been imposed by Tech Group banking so as to keep our
corporate clients appeased. I believe that these unwritten rules have clearly
3
hindered my ability to be an effective analyst in my various coverage sectors.
B. The research analyst wrote that, after downgrading a company in 1998, his investment
4
banking counterpart ""informed [him] of unwritten rule number one: that 'if you can't say
something positive, don't say anything at all."" Regarding a second company about which
5
he had reported in 1999, the analyst wrote that he:
6
issued some cautionary comments in the Tech Daily
CEO completely lost
his composure and swore to the banker, that [second company] would
7
never do any business with CSFB (another GS client we were trying to court).
At the time, [the investment banker] informed me of unwritten rule number
8
two: 'why couldn't you just go with the flow of the other analysts, rather than
try to be a contrarian?
9
C. The technology research analyst applied these ""unwritten rules"" to Synopsys, which he
10
had rated as a ""strong buy"" from July 1999 through June 2000. Specifically, the technology
research analyst wrote that he
11
a down-tick in guidance coming and wanted to moderate rating
12
from strong buy to buy. However, banking felt this might impact CSFB's ability
to potentially do business with the company downstream. By following rules
1
& 2, I had successfully managed not to annoy the company, or banking.
13
D. Based on these incidents, the analyst concluded that he was ""not naïve enough to lack a
14
sense of appreciation of the role of investment banking (and banking fees) for the franchise.""
15
4. CSFB Issued Research on Four Companies that Lacked a Reasonable Basis,
Made Exaggerated or Unwarranted Claims, was Imbalanced, or Lacked Full and
16
Accurate Disclosures
17
As to four companies, CSFB's equity research analysts issued research that lacked a
reasonable basis for the claims made, made exaggerated or unwarranted claims, failed to
18
provide a balanced presentation of the relevant facts, and/or failed to disclose important
information about the company or CSFB's and its research analyst's relationship to the
19
company.
20
a. Numerical Technologies, Inc.
21
A. In April 2000, CSFB acted as lead manager on the IPO of Numerical Technologies for
which it received a fee of more than $5.4 million. Following the IPO, a Technology Group
research analyst informed a company official that he planned to initiate coverage with a
22
""buy"" rating. The official complained about the proposed rating to an investment banker at
CSFB. According to the analyst, the investment banker successfully urged the analyst,
23
""against [the analyst's] better judgment,"" to initiate coverage with a ""strong buy"" rating.
24
b. Agilent Technologies, Inc.
25
A. In certain instances, CSFB equity research analysts maintained positive ratings in
1
published research reports, while conveying a more negative outlook regarding the stock to
their institutional customers within the text of the written research reports. In describing the
2
ratings used from July 1998 through 2001 and beyond, research analysts did not use the
same description of the rating as CSFB's published description. According to one senior
3
research analyst:
Different analysts have different ways they would interpret a hold rating
And I
4
think it's probably fair to say that for a number of analysts, particularly because of
the fear of backlash that we get from a company
or
that we get from
5
institutional investors, there would be a hesitancy to use the ""sell"" rating.
So
analysts did have a tendency to somehow use a hold with more of a negative
6
slant to it.
7
[T]he monthly review and comment we would verbally describe what we meant
by each of the four ratings that I mentioned before. But there was a lot of latitude
8
left to the individual analyst to kind of use the rating I don't want to say in a
custom tailored way, but certainly there would be some judgment applied by the
9
analyst in terms of how they would use this specific rating to their sector.
10
B. This approach manifested itself with regard to Agilent Technologies, Inc. CSFB was the
co-manager for the November 17, 1999 IPO, earning more than $5.7 million in fees. A
11
technology research analyst initiated coverage of the company with a ""buy"" rating on
December 13, 1999. On July 21, 2000, the analyst reiterated his ""buy"" rating, while also
12
describing in his research report that the company had announced that its healthcare
business was likely to have an operating loss at least as wide as the previous quarter's loss
of $30 million. The report reiterating the ""buy"" rating also disclosed in the body of the report
13
that the company announced that third quarter earnings would be 18-22 cents per share,
compared to the 35 cents average estimate of analysts polled.
14
C. The report also indicated that:
15
Agilent is rated Buy, only in the most generous sense, though in the short
16
term we would only buy it on extreme weakness, with a 12-24 month time
horizon. Our near-term concern is that problems are not typically resolved in
17
one or two quarters.
18
D. CSFB maintained its ""buy"" rating until February 2001 when it finally downgraded to
""hold."" This came only after Agilent preannounced second quarter revenues and suspended
19
earnings guidance for the remainder of the year, citing a ""dramatic slowdown in customer
demand."" CSFB's positive rating of Agilent for an extended period of time despite negative
20
news was cited by a research analyst in CSFB as an example of maintaining a positive
rating while signaling negative news to large institutional clients.
21
E. Following the July 21, 2000 report on Agilent, a CSFB technology research analyst cited
the coverage of Agilent to another CSFB research analyst who was facing some ""tough
22
decisions"" on rating two companies that CSFB had helped take public. The first analyst
noted that he wanted to give one of the companies a neutral rating but was ""wondering how
23
to approach this based on banking sensitivities.' The other analyst responded suggesting
that the analyst ""ask [the analyst who covered Agilent for the July 21, 2000 report] about the
24
""Agilent Two-Step'. That's where in writing you have a buy rating (like we do on [the other
company], and thank God it's not a strong buy) but verbally everyone knows your position.'
25
$25
January 5 and 8 and March 1
1
CSFB omitted Winstar's funding gap of
$3 billion and the related risks.
2
$20
March 1
Strong Buy, $79 Target
3
January 8
April 3
$15
Strong Buy,
Strong Buy, $79
4
$79 Target
Target
Price = $0.88 -
5
January 5
8,929% Upside
$10
Strong Buy, $79 Target
April 5
6
March 13 - Strong Buy, $79 Target
Suspended
""management effectively laid to rest many of the
Rating
recent concerns that we have been hearing from
7
$5
investors, including the quality of WCII's balance
sheet as well as the company's funding status.""
8
$0
9
10
Date
11
CSFB Lacked a Reasonable Basis for the $79 Target Price
12
E. In three reports between March 1, 2001 and April 5, 2001, when CSFB suspended its
13
rating for Winstar, CSFB's $79 target price for the company was not reasonable. The target
price failed to reflect Winstar's deteriorating stock price, extensive funding needs, likely
14
changes in fundamentals, and over-leveraged balance sheet, as well as the bleak capital
markets environment. The target price of $79 per share represented unreasonably high
15
returns:
16
3/01/01 -- actual price: $12.5000
% Upside:
632%
3/13/01 -- actual price: $ 7.6875
% Upside: 1028%
17
4/03/01 -- actual price: $ 0.3125
% Upside: 25,280%
18
F. From March 1, 2001 forward, CSFB's target price was more than 50 percent higher than
the target price of any other firm covering Winstar.
19
G. Reports issued in 2001 also failed to disclose that the terms ""target price,"" ""price
objective,"" or ""percentage upside"" did not represent the price at which CSFB believed
20
Winstar stock would be trading in 12 months. Instead, CSFB used those terms to reflect the
theoretical value of Winstar's worth in 12 months if a buyer valued Winstar using CSFB's
21
valuation methodology. CSFB, however, failed to disclose that it was using the terms in this
manner.
22
CSFB Failed Adequately to Disclose Significant Risks of Investing in Winstar
23
H. The January 5, 2001, January 8, 2001, and March 1, 2001 reports failed adequately to
24
disclose the risks of investing in Winstar, particularly the risks related to funding, including
Winstar's need to raise more than $3 billion to fund its business plan to reach a free cash
25
flow positive status and the risk that Winstar might not be able to raise the necessary funds.
1
March 13, 2001 research report, CSFB again failed adequately to disclose the risks
of than investing $3 billion, the report significantly downplayed the risk that Winstar might not be able
I. In a in Winstar. While disclosing for the first time that Winstar needed to raise more to
2
do so:
3
[W]e maintain our forecast that WCII is funded into 1Q02
While we
currently forecast that WCII needs over $3B of additional capital to reach a
4
free cash flow positive status, WCII management effectively laid to rest
many of the recent concerns that we have been hearing from investors,
5
including the quality of WCII's balance sheet as well as the company's
funding status.
6
While CSFB research reports identified certain issues relating to funding, those reports CSFB
7
J. did not adequately disclose funding risks or other concerns regarding funding that analyst
equity analysts discussed in internal e-mails. On February 8, 2001, a CSFB equity
8
sent an e-mail with a chart showing Winstar's cash flows. The e-mail stated:
9
this is FYI
I worked this up to convince myself that wcii was indeed funded
through
FY01 I've included everything I know about for them over the next
10
year, and it looks like they have $185M left at the end of the year.
11
K. Such analysis should have been included in CSFB's disseminated research in order to
present a balanced picture of the risks of investing in Winstar.
12
L. On March 22, 2001, CSFB's senior Winstar equity research analyst e-mailed CLEC a
13
customer, who had raised questions about investor concerns and funding in the
sector. The analyst acknowledged in his e-mail that there were funding concerns.
14
M. On April 5, 2001 when Winstar's price closed at $0.44, CSFB issued a report
15
suspending its rating. In the report, CSFB explained that the suspension was:
16
following the announcement of a major scale back in the firm's expansion
plans but without any positive developments on the much anticipated drive to
secure additional sources of funding - both equity and network capacity sales.
17
Given WCII's lack of balance sheet flexibility due to approximately $360M of
cash interest obligations in FY01 (growing to over $400M in FY02) and the
18
current bleak capital markets environment, we believe that a significant
balance sheet restructuring is one of the only situation under which the
19
company can avoid more draconian scenarios.
20
N. CSFB had not adequately disclosed in earlier reports the concerns mentioned in the
April 5, 2001 report.
21
d. NPW
22
A. CSFB at times had a proprietary interest in NPW that was not disclosed in research
23
reports issued by the firm. Further, CSFB research analysts covering NPW also had
24
the published reports. The ownership interests of the firm and the research analysts created
personal proprietary interests in the company but the firm failed to disclose those interests in
a conflict of interest that should have been disclosed.
25
1
B. NPW was incorporated in November 1999 as EMW Energy Services Corporation, a
division of Enron Energy Services (a division of Enron Corporation (""Enron"")). Until January
2
6, 2000, Enron held all issued and outstanding shares of NPW. NPW's business was to
provide natural gas and electricity to retail customers in newly deregulated state markets
3
while obtaining the gas and electricity wholesale from Enron. In January and July 2000, DLJ
assisted with two private placements for NPW and received approximately $1 million in
4
investment banking revenues. DLJ invested $42.5 million in the two private placements
through its affiliated partnerships, known as the ""DLJ Merchant Banking Partnerships,"" in
return for approximately 9.7 percent of NPW.
5
C. On October 5, 2000, NPW conducted an IPO and offered 24 million shares at $21 per
6
share. DLJ and CSFB were the joint lead underwriters and earned approximately $15.7
million in fees. After the IPO, CSFB, through its acquisition of DLJ, owned 7.9 percent of
7
NPW, while Enron owned 44 percent of the company. In 2000, CSFB and DLJ combined
received approximately more than $12.4 million in investment banking revenues from Enron.
8
In 2001, CSFB received approximately $21.6 million in investment banking revenues from
Enron. From October 2000 to November 2001, CSFB issued 18 ""Buy"" or ""Strong Buy""
9
research reports on NPW. CSFB failed to disclose its proprietary interest in NPW in four of
these research reports issued to the public during that period.
10
D. Also during that period, the senior research analyst covering NPW held undisclosed
11
investments in NPW. The senior analyst invested approximately $21,000 of his own money,
which was leveraged 5:1 by CSFB, in NPW through DLJ partnerships that owned NPW
12
shares. In addition, an associate research analyst who assisted in preparing the reports,
and whose name appeared on the reports, held 200 shares of NPW from November 7,
2000, to June 14, 2001. From October 2000 to November 2001, CSFB did not disclose
13
either of the research analysts' financial interests in NPW in the 18 NPW research reports
issued to the public.
14
6.CSFB's Technology PCS Group Engaged In Improper IPO ""Spinning"" Allocations
15
to Corporate Executives of Investment Banking Clients
16
A. Quattrone established the Technology PCS (Private Client Services) Group to be part of
the Technology Group. The Director of Technology PCS had a primary and direct reporting
17
responsibility to Quattrone with a secondary ""dotted-line' reporting responsibility to the
Director of CSFB's PCS Department. Technology PCS focused exclusively on the
18
technology sector. Technology PCS operated independently of CSFB's other PCS brokers.
The Technology PCS client base consisted, almost exclusively, of officers of investment
19
banking clients of the Technology Group.
20
B. From approximately March 1999 through April 2001, Technology PCS improperly
allocated ""hot"" IPO stock to executives of investment banking clients and improperly
21
managed the purchase and sale of that stock through discretionary trading accounts.
CSFB's Technology Group gave improper preferential treatment to these company
executives with the belief and expectation that the executives would steer investment
22
banking business for their companies to CSFB.
23
C. These executives profited from their allocations of ""hot"" IPO stock. During this time
period, the share value of the technology-related IPOs in which CSFB served as
24
bookrunning manager increased dramatically, with the average share price increase in the
immediate aftermarket exceeding 99 percent. In some instances, the aftermarket trading
25
was significantly higher. On December 9, 1999, for example, IPO shares of VA Linux
1
Systems stock, which had a public offering price (""POP"") of $30 per share, closed after the
first day of aftermarket trading at $239.25 per share, representing a 698 percent increase
over the offering price. Technology PCS began selling its clients' VA Linux IPO shares on
a
2
discretionary basis when the stock was at $227 per share. Technology PCS allocated
3
92,000 VA Linux IPO shares to 110 discretionary accounts. Within one day of the offering,
the Technology PCS brokers sold 41,400 shares (representing approximately 45 percent
of
the Technology PCS allocation) out of the discretionary accounts, resulting in one-day
4
realized profits of almost $6.4 million.
5
a.
Discretionary Accounts were Established for ""Strategic"" Executive Officers
of Issuers
6
A. Pitchbooks used by the Technology Group to win an issuer's investment banking
7
business referenced the discretionary accounts. Consistent with those references and
representations made at ""pitches,"" an issuer had to award CSFB its investment banking
8
mandate before the issuer's officers were afforded the opportunity to open discretionary
accounts and given access to IPO shares by CSFB. Likewise, CSFB considered ways to
9
reduce or eliminate IPO allocations to executives who changed employment and were no
longer affiliated with those companies.
10
B. Once Technology Group received a mandate, Technology PCS established
11
discretionary accounts for executives who were considered to be ""strategic.' ""Strategic"" was
commonly understood by Quattrone and Technology PCS managers to refer to the overall
business relationship CSFB had with the issuer, including potential future investment
12
banking business. The head of Technology PCS defined ""strategic as ""senior decision
makers"" at existing or prospective investment banking clients of the Technology Group who
13
could influence their companies' choice of investment banker. The accounts were ranked
based on the executive's perceived influence in this regard, and ""hot"" IPO shares were
14
allocated based on the ranking. Allocations ranged from 1200 shares for accounts ranked
one, to 300 shares for accounts ranked 4.
15
C. Technology PCS did not apply standard CSFB qualification standards (i.e. assets under
16
management, trading revenue production, length of the brokerage relationship, etc.) for the
opening of these discretionary accounts. Instead, the decision was based largely on the
17
executive's position and influence at the company. Technology PCS established a minimum
funding level of $100,000 that was subsequently raised to $250,000. Technology PCS also
18
set $250,000 as the maximum level of funds with which customers could fund the
discretionary accounts. These discretionary accounts were limited to the purchase and sale
19
of stock purchased through CSFB IPOs. The account holders were not permitted to buy or
sell other securities in these accounts, as a result of which Technology PCS turned away
millions of dollars of potential customer investments. The number of discretionary accounts
20
serviced by Technology PCS reached a peak in 2000 of approximately 285.
21
b. Technology PCS Allocated Shares in Every IPO to the Discretionary
Accounts and ""Flipped"" Stock out of the Accounts, Generating Large
22
Trading Profits for the Favored Executives
23
A. The Technology PCS Group allocated shares to the discretionary accounts in every IPO
in which the Technology Group was involved. Senior Technology Group managers
24
participated in determining allocations to discretionary accounts and deciding for whom such
accounts were to be opened. The overwhelming majority of those IPOs were ""hot.'
25
Technology PCS personnel decided when and how many IPO shares to sell from the
1
discretionary accounts. In some cases, all the shares allocated to discretionary accounts
were sold for a profit on the IPO's first day of trading in the secondary market. In other
2
cases, half the shares were sold within one or two days of the offering and the remaining
half sold sometime later. In virtually all instances, the ""flipping"" of IPO shares out of the
3
discretionary accounts resulted in the account holders receiving substantial profits with no
individual effort and minimal market risk.
4
B. The table below provides examples of the extraordinary gains realized in these
discretionary accounts and correlates them with the investment banking fees paid to CSFB
5
by the companies with which the accountholders were associated:
6
Account
Company
Position
Rank
Life of
Total Gain
Internal
IB fees
#
Acct.
Rate of
CSFB
7
(in years)
Return
RD1210
Egreetings
CFO
3
1.4
$585,000
335.98%
$4,678,00
8
RD1260
El Sitio
Co-
1
1.31
$1,015,000
950.24%
$4,911,00
founder
9
RD1660
Next Level
CFO
2
1.25
$710,000
470.45%
$9,860,0
Comm.
10
RD1930
Phone.com
Chairman
1
1.0
$1,285,000
268.71%
$80,720,
& CEO
0
11
RD2040
iPrint.com
CEO
2
1.15
$353,000
240.46%
$1,297,0
12
c. Unofficial ""Performance Reports"" were Developed and Distributed by
Technology PCS Group Personnel to the Account Holders
13
A. Technology PCS prepared unofficial ""Performance Reports"" measuring the extraordinary
14
performance of these discretionary accounts and furnished the reports to the discretionary
account holders. These reports, distributed monthly, showed, among other things, the
15
length of time the account had been open, the amount of contributions to the account, the
total gain in the account (before fees) and the account's rate of return. These unofficial
reports were meant to ensure that the discretionary account holders were aware of the
16
extraordinary gains being generated for them through the flipping of IPO shares. Some
show total gains over the life of the account exceeding $1 million. One report shows that in
17
little more than a year and a half (September 19, 1999 to June 8, 2001), the account had a
rate of return in excess of 3,800%.
18
II. CONCLUSIONS OF LAW
19
1. The Alaska division of bankings, securities, and corporations has jurisdiction over this
20
matter pursuant to the Alaska Securities Act.
21
2. The division finds that the above conduct is in violation of the Act. See AS 45.55.010,
45.55.025, and 45.55.028, and AS 45.55.060. The division finds the following relief appropriate
22
in the public interest.
III. ORDER
23
On the basis of the Findings of Fact, Conclusions of Law, and CSFB's consent to the entry of
24
this Order, for the sole purpose of settling this matter, prior to a hearing and without admitting or
denying any of the Findings of Fact or Conclusions of Law.
25
1
IT IS HEREBY ORDERED:
This Order concludes the investigation by the division and any other action certain that the research division
2
could 3. commence on behalf of the State of Alaska as it relates to CSFB relating to
3
or banking practices at CSFB.
4
connection 4. with the research practices referenced in this Order and will comply with undertakings
CSFB will CEASE AND DESIST from violating the Act and will comply with the the Act in
of Addendum A, incorporated herein by reference.
5
5. As a with the terms of the Final Judgment entered in a related proceeding This
result of the Findings of Fact and Conclusions of Law contained in this filed Order, by the and U.S. in
6
accordance Securities and Exchange Commission, CSFB shall pay a total amount follows: of $200,000,000.00.
7
total amount shall be paid as specified in the SEC Final Judgment as
8
a. (CSFB's offer to the state securities regulators hereinafter shall be sum the of
$75,000,000 to the states (50 states, plus the District of Columbia and called Puerto
""state Rico) settlement offer""). Upon execution of this Order, CSFB shall pay the
9
$750,000.00 of this amount to the State of Alaska as a civil monetary penalty fund.
total pursuant amount to be paid by CSFB to state securities regulators pursuant to
to the agreement of the parties, to be deposited in the general the state The
10
settlement offer may be reduced due to the decision of any state securities regulator
11
not regulator accept determines snot to accept CSFB's state settlement offer, the total amount
to the state settlement offer. In the event another state securities
12
of the Alaska payment shall not be affected, and shall remain at $750,000.00;
13
b. $75,000,000 as disgorgement of commissions, fees and other monies as
specified in the SEC Final Judgment;
14
C. $50,000,000, to be used for the procurement of independent research, as
15
described in the SEC Final Judgment;
16
d. CSFB agrees that it shall not seek or accept, directly or indirectly,
reimbursement or indemnification, including, but not limited to payment made
17
to any insurance policy, with regard to all penalty amounts that CSFB of shall
pursuant pursuant to the Order or Section Il of the SEC Final Judgment, regardless Distribution
whether pay such penalty amounts or any part thereof are added to the for the
18
Fund Account referred to in the SEC Final Judgment or otherwise used
benefit of investors. CSFB further agrees that it shall not claim, assert, or for apply for
19
a deduction or tax credit with regard to any state, federal or local tax any the
tax amounts that CSFB shall pay pursuant to this Order or Section Il of thereof SEC
20
penalty Final Judgment, regardless of whether such penalty amounts or any part or are
added to the Distribution Fund Account referred to in the SEC Final Judgment
21
otherwise used for the benefit of investors. CSFB understands and acknowledges that
that these provisions are not intended to imply that Alaska would agree be any
22
other amounts CSFB shall pay pursuant to the SEC Final Judgment may
reimbursed or indemnified (whether pursuant to an insurance policy or otherwise) with
23
under applicable law or may be the basis for any tax deduction or tax credit
24
If regard any is not made by CSFB or if CSFB defaults in any of its obligations set to CSFB forth in
to state, federal or local tax.
Order, 6. the payment division may vacate this Order, at its sole discretion, upon 10 days notice a
25
without opportunity for administrative hearing.
1
7. This Order is not intended by the division to subject any Covered Person to any
2
disqualifications under the laws of any state, the District of Columbia or Puerto Rico (collectively,
""State""), including, without limitation, any disqualifications from relying upon the State registration
3
exemptions or State safe harbor provisions. ""Covered Person"" means CSFB, or any of its officers,
directors, affiliates, current or former employees, or other persons that would otherwise be
4
disqualified as a result of the Orders (as defined below).
8. The SEC Final Judgment, the NYSE Stipulation and Consent, the NASD Letter of
5
Acceptance, Waiver and Consent, the Order and the order of any other State in related
proceedings against CSFB (collectively, the ""Orders"") shall not disqualify any Covered Person from
6
any business that they otherwise are qualified, licensed or permitted to perform under the
applicable law of State of Alaska and any disqualifications from relying upon this state's registration
7
exemptions or safe harbor provisions that arise from the Orders are hereby waived.
8
9. For any person or entity not a party to this Order, this Order does not limit or create any
private rights or remedies against CSFB including, without limitation, the use of any e-mails or other
9
documents of CSFB or of others regarding research practices, limit or create liability of CSFB or limit
or create defenses of CSFB to any claims.
10
10. Nothing herein shall preclude the State of Alaska, its departments, agencies, boards,
11
commissions, authorities, political subdivisions and corporations, other than the division and only to
the extent set forth in paragraph 1 above, (collectively, ""State Entities"") and the officers, agents or
12
employees of State Entities from asserting any claims, causes of action, or applications for
compensatory, nominal and/or punitive damages, administrative, civil, criminal, or injunctive relief
13
against CSFB in connection with certain research ands banking practices at CSFB.
14
Dated this 11th day of September, 2003.
BY ORDER OF THE ADMINISTRATOR OF SECURITIES
15
16
/s/ Mark R. Davis
17
Mark R. Davis
Administrator of Securities
18
19
20
21
22
23
24
25
"
21,04-03-S, 09/11/03, J.P. Morgan Securities, Consent Order,"1
STATE OF ALASKA
DEPARTMENT OF COMMUNITY AND ECONOMIC DEVELOPMENT
2
DIVISION OF BANKING, SECURITIES, AND CORPORATIONS
P.O. BOX 110807
3
JUNEAU, ALASKA 99811-0807
4
In the Matter of
)
5
)
Alaska Order 04-03 S
J. P. Morgan Securities Inc.,
)
6
Respondent.
)
CONSENT ORDER
270 Park Avenue
7
New York, NY 10017
)
8
9
WHEREAS, J. P. Morgan Securities Inc. (""JPMSI"") is a broker-dealer registered in
the State of Alaska; and
10
WHEREAS, coordinated investigations into J. P. Morgan Securities Inc.'s activities in
11
connection with certain of its equity research practices during the period of approximately
July 1999 through June 2001 have been conducted by a multi-state task force and a joint
12
task force of the U.S. Securities and Exchange Commission, the New York Stock
Exchange (""NYSE""), and the NASD, Inc. (""NASD"") (collectively, the ""regulators""); and
13
14
WHEREAS, J. P. Morgan Securities Inc. has cooperated with regulators conducting
the investigations by responding to inquiries, providing documentary evidence and other
15
materials, and providing regulators with access to facts relating to the investigations; and
16
WHEREAS, J. P. Morgan Securities Inc. has advised regulators of its agreement to
resolve the investigations relating to its research practices; and
17
WHEREAS, J. P. Morgan Securities Inc. agrees to implement certain changes with
18
respect to its research practices, and to make certain payments; and
19
WHEREAS, J. P. Morgan Securities Inc. elects to permanently waive any right to a
hearing and appeal under the Alaska Securities Act (the ""Act"") with respect to this
20
Administrative Consent Order (the ""Order"");
21
NOW, THEREFORE, the Alaska division of banking, securities, and corporations
(the ""Division""), as administrator of the Act, hereby enters this Order:
22
FINDINGS OF FACT
23
A. Background
24
1. This action concerns the period of July 1, 1999 to June 30, 2001 (the ""relevant
25
period""). During that time, several JPMSI predecessor entities engaged in both
research and investment banking (""IB"") activities.
1
1.
Research analysts were responsible for providing analyses of the financial outlook
of particular companies in the context of the business sectors in which those
2
companies operated and the securities market as a whole.
3
2.
Research analysts evaluated companies by, among other things, examining
financial and other information contained in public filings; questioning company
4
management; investigating customer and supplier relationships; evaluating
companies' business plans and the products or services offered; building financial
5
models; and analyzing competitive trends.
6
3.
After synthesizing and analyzing this information, research analysts drafted
research reports and more abbreviated ""notes"" that typically contained a
7
recommendation, a price target, and a summary and analysis of the factors upon
which the analyst relied in issuing the price target and recommendation.
8
4.
The Firm published research on publicly traded companies, and this research was
9
distributed to the Firm's institutional and private equity customers. Published
10
research was made available through mailing lists, the Firm's website, and
subscription services provided by First Call. In addition, the research was made
available to some retail customers of another broker dealer and offered via
11
websites offering brokerage and investment services.
12
5.
In addition to performing these research functions, certain research analysts
13
participated in IB activities.
14
6.
These IB activities included identifying and/or vetting companies as prospects for
IB services, participating in pitches of IB services to companies, participating in
15
""roadshows"" associated with underwriting transactions, and speaking to investors
to generate interest in underwriting transactions.
1
16
7.
These IB activities also included participating in commitment committee and due
17
diligence activities in connection with underwriting transactions and assisting the
IB Department in providing merger and acquisition (""M&A"") and other advisory
18
services to companies.
19
8.
The Firm encouraged all research analysts to support its businesses, including the
Firm's IB business, and in some cases, research analysts were expected to
20
participate in the foregoing IB activities. The level of analyst participation in these
IB activities was sometimes significant.
21
9.
For example, in an e-mail dated May 23, 2000, and sent by a research analyst to
22
the Head of Research at RESPONDENT JPMSI, the analyst requested approval
to hire another junior analyst. The analyst stated: ""I'd like to get yet another
23
24
1 A ""roadshow"" is a series of presentations made to potential investors in conjunction with the marketing of an
25
upcoming underwriting.
2
The ""commitment committee"" was responsible for, among other things, evaluating and then either approving
or rejecting the Firm's participation in initial public offerings (""IPOs"") and other IB transactions.
1
junior The deals are really dragging me down, and I'm not spending nearly
enough time with buy-side clients. Even though the market is crap, we continue to
2
process deals in hopes of market recovery. I am trying to remove myself from the
day-to-day production of research. I actually like doing it, but it's not what you pay
3
me for."" (Emphasis in the original.)
4
10.
IB business was an important source of revenue for the Firm. In 2000, the
combined operating revenues for JPM and Chase totaled $32.793 billion, and the
5
combined revenues for the Equity Capital Markets (""ECM"") and the M&A
Departments at JPM and Chase totaled $1.687 billion.
6
D. Participation in Investment Banking Activities Was a Factor in Evaluating and
7
Compensating Research Analysts
8
1.
The compensation system at the Firm provided an incentive for research analysts
to participate in IB activities and to assist in generating IB business for the Firm.
9
2.
10
The performance of research analysts was evaluated by the Head of Research
through an annual review process and, where not set by contract in advance, the
11
research analyst's bonus was determined through this process.
12
3.
The Head of Research evaluated the research analysts' job performance through
responses to self-evaluation forms; surveys of the sales force; input from the IB,
13
Sales, and Trading departments; consideration of market factors and rankings by
investor publications; and, in some cases, written ""team reviews"" submitted by
14
individual investment bankers.
15
4.
The self-evaluation forms contained questions on areas constituting the major
allocations of research analysts' time, including questions relating to participation
16
in IB activities.
17
5.
In response to questions relating to participation in IB activities, research analysts
reported one or more of the following: their IB activities, accomplishments, and
18
goals; their participation in lead- and co-managed underwritings; and the fees
associated with IB transactions on which the analyst worked.
19
6.
For example, the ""Investment Banking Activities"" section of a 1999 self-evaluation
20
form queried: ""In what way have you assisted in discovering or executing banking
transactions (i.e., due diligence sessions, pitches)? Be specific."" In response, a
21
research analyst stated: ""Helped put together and develop pitch books for KV
Pharma and King Pharmaceuticals;"" ""Helping to come up with creative ideas and
22
contributing to brainstorming sessions with bankers - ad hoc and in biweekly
Monday meetings;"" ""Have a good handle on which companies will need financing
23
in the near future and stepping up research efforts to ensure a place for H&Q on
the cover;"" and ""Increasing responsibility in the office allows [another research
24
analyst] to travel and be more active in pitching and winning deals with new
companies.'
25
1
7.
In another example, a research analyst stated the following in response to IB
questions contained in his year 2000 self-evaluation form:
""Completed
21
2
investment banking deals, including 11 lead-managed deals Biotechnology new
issues have generated $70 million in primary fees in fiscal year 2000 YTD. In
3
2000 we were ranked #1 in healthcare common equity offerings by U.S. Issuers,
raising $3.9 billion and capturing 21.9% market share."" In addition, the analyst
4
listed all deals on which he worked that were ""Lead Managed,"" ""Co-managed,
